(80 / 47)*x^0 + (-76 / 1)*x^1 + (-91 / 1)*x^2  := (-0.856990855177487, 0.021826020012651784)
(25 / 12)*x^0 + (32 / 1)*x^1 + (54 / 77)*x^2 + (-70 / 69)*x^3 + (-1 / 1)*x^4 + (28 / 81)*x^5 + (-57 / 1)*x^6 + (-29 / 1)*x^7 + (37 / 1)*x^8 + (91 / 8)*x^9 + (-12 / 1)*x^10 + (3 / 7)*x^11 + (-8 / 1)*x^12 + (-33 / 47)*x^13 + (25 / 7)*x^14 + (-88 / 1)*x^15 + (-87 / 1)*x^16  := []
(-91 / 10)*x^0 + (-39 / 44)*x^1 + (-78 / 1)*x^2 + (78 / 31)*x^3 + (-69 / 1)*x^4 + (-43 / 28)*x^5 + (-36 / 1)*x^6 + (-89 / 82)*x^7 + (-60 / 1)*x^8 + (-72 / 1)*x^9 + (-40 / 1)*x^10 + (38 / 1)*x^11 + (27 / 1)*x^12 + (-4 / 1)*x^13 + (-63 / 11)*x^14 + (5 / 7)*x^15  := []
(70 / 1)*x^0 + (-99 / 20)*x^1 + (81 / 1)*x^2 + (60 / 1)*x^3 + (41 / 1)*x^4 + (-4 / 63)*x^5 + (-56 / 1)*x^6 + (-3 / 1)*x^7 + (9 / 79)*x^8  := []
(87 / 1)*x^0 + (-50 / 9)*x^1 + (99 / 58)*x^2 + (49 / 1)*x^3 + (-4 / 1)*x^4 + (-82 / 1)*x^5 + (-10 / 1)*x^6 + (-51 / 1)*x^7 + (-34 / 59)*x^8 + (9 / 10)*x^9 + (-29 / 16)*x^10 + (90 / 1)*x^11 + (10 / 9)*x^12 + (-67 / 1)*x^13 + (-25 / 1)*x^14  := []
(-69 / 1)*x^0 + (13 / 12)*x^1 + (-100 / 1)*x^2 + (1 / 2)*x^3 + (29 / 84)*x^4 + (-41 / 3)*x^5 + (-59 / 70)*x^6 + (-18 / 11)*x^7 + (3 / 62)*x^8 + (3 / 8)*x^9  := []
(-36 / 1)*x^0 + (1 / 79)*x^1 + (11 / 5)*x^2 + (-83 / 1)*x^3 + (-48 / 1)*x^4 + (-74 / 1)*x^5 + (-66 / 1)*x^6 + (64 / 1)*x^7 + (-26 / 1)*x^8 + (29 / 19)*x^9 + (23 / 1)*x^10 + (-45 / 38)*x^11 + (47 / 1)*x^12 + (-18 / 7)*x^13 + (-96 / 1)*x^14 + (48 / 1)*x^15 + (39 / 34)*x^16 + (-11 / 51)*x^17 + (78 / 1)*x^18 + (48 / 1)*x^19  := []
(63 / 52)*x^0 + (15 / 16)*x^1 + (19 / 1)*x^2 + (-10 / 1)*x^3 + (11 / 42)*x^4 + (88 / 1)*x^5  := []
(-59 / 82)*x^0 + (-93 / 22)*x^1 + (-41 / 67)*x^2 + (27 / 1)*x^3 + (53 / 7)*x^4 + (88 / 17)*x^5 + (33 / 1)*x^6 + (-33 / 13)*x^7 + (-19 / 20)*x^8  := []
(76 / 1)*x^0 + (23 / 1)*x^1 + (-18 / 13)*x^2 + (-83 / 1)*x^3 + (43 / 9)*x^4 + (-27 / 83)*x^5 + (-3 / 1)*x^6 + (35 / 1)*x^7 + (92 / 11)*x^8 + (27 / 1)*x^9 + (-34 / 25)*x^10  := []
(-68 / 41)*x^0 + (-36 / 1)*x^1 + (1 / 3)*x^2 + (95 / 52)*x^3 + (-40 / 1)*x^4 + (39 / 1)*x^5 + (-31 / 45)*x^6 + (-5 / 16)*x^7 + (9 / 1)*x^8 + (-93 / 8)*x^9 + (-80 / 1)*x^10 + (25 / 1)*x^11  := []
(95 / 1)*x^0 + (-68 / 1)*x^1 + (30 / 1)*x^2 + (-36 / 1)*x^3 + (-62 / 1)*x^4  := []
(-21 / 1)*x^0 + (-5 / 1)*x^1 + (-89 / 1)*x^2 + (0 / 1)*x^3 + (9 / 38)*x^4 + (22 / 3)*x^5 + (30 / 1)*x^6 + (-99 / 1)*x^7 + (28 / 1)*x^8 + (-5 / 1)*x^9 + (67 / 12)*x^10 + (-98 / 1)*x^11 + (-82 / 1)*x^12 + (-2 / 1)*x^13 + (-46 / 35)*x^14 + (-98 / 1)*x^15 + (21 / 1)*x^16 + (59 / 100)*x^17 + (-91 / 1)*x^18 + (-66 / 1)*x^19  := []
(42 / 1)*x^0 + (73 / 1)*x^1 + (70 / 1)*x^2 + (8 / 1)*x^3 + (12 / 1)*x^4 + (-33 / 1)*x^5 + (35 / 1)*x^6 + (-99 / 1)*x^7 + (-72 / 1)*x^8 + (67 / 1)*x^9 + (39 / 1)*x^10 + (-94 / 1)*x^11  := []
(25 / 1)*x^0 + (-27 / 1)*x^1 + (-63 / 1)*x^2 + (-88 / 1)*x^3 + (-5 / 4)*x^4  := []
(4 / 11)*x^0 + (-79 / 7)*x^1 + (6 / 1)*x^2 + (-58 / 1)*x^3 + (23 / 64)*x^4 + (83 / 53)*x^5  := []
(40 / 73)*x^0 + (-96 / 1)*x^1 + (97 / 85)*x^2 + (-79 / 1)*x^3  := []
(23 / 44)*x^0 + (24 / 1)*x^1 + (-83 / 1)*x^2 + (22 / 1)*x^3 + (-94 / 95)*x^4 + (91 / 1)*x^5 + (25 / 1)*x^6 + (39 / 1)*x^7 + (57 / 8)*x^8  := []
(-71 / 50)*x^0 + (-72 / 1)*x^1  := -71 / 3600
(82 / 1)*x^0 + (62 / 1)*x^1 + (-8 / 1)*x^2 + (-10 / 1)*x^3 + (83 / 1)*x^4 + (-68 / 1)*x^5 + (-81 / 1)*x^6 + (18 / 1)*x^7 + (59 / 1)*x^8 + (29 / 1)*x^9 + (69 / 1)*x^10 + (-23 / 1)*x^11 + (80 / 1)*x^12 + (-55 / 1)*x^13 + (-43 / 1)*x^14  := []
(-43 / 44)*x^0 + (-17 / 28)*x^1 + (-89 / 1)*x^2 + (73 / 1)*x^3 + (-3 / 1)*x^4 + (11 / 3)*x^5 + (62 / 1)*x^6 + (-24 / 1)*x^7 + (-58 / 1)*x^8 + (-65 / 1)*x^9  := []
(-2 / 87)*x^0 + (-74 / 1)*x^1 + (-22 / 1)*x^2 + (-32 / 7)*x^3 + (17 / 14)*x^4  := []
(93 / 82)*x^0 + (6 / 73)*x^1 + (61 / 37)*x^2 + (-47 / 1)*x^3 + (5 / 73)*x^4 + (-85 / 1)*x^5 + (-43 / 39)*x^6 + (-43 / 28)*x^7 + (-55 / 18)*x^8 + (-25 / 1)*x^9 + (-15 / 23)*x^10 + (-34 / 1)*x^11 + (42 / 1)*x^12 + (-68 / 1)*x^13 + (-21 / 1)*x^14 + (3 / 11)*x^15 + (-14 / 1)*x^16  := []
(23 / 7)*x^0 + (-46 / 1)*x^1 + (87 / 64)*x^2 + (57 / 1)*x^3 + (82 / 1)*x^4 + (41 / 42)*x^5 + (-22 / 17)*x^6 + (92 / 1)*x^7 + (-64 / 1)*x^8 + (4 / 41)*x^9 + (71 / 1)*x^10 + (-92 / 1)*x^11 + (-47 / 39)*x^12 + (31 / 1)*x^13 + (83 / 1)*x^14  := []
(25 / 14)*x^0 + (62 / 17)*x^1 + (51 / 1)*x^2 + (-41 / 4)*x^3 + (51 / 1)*x^4 + (-1 / 1)*x^5 + (45 / 1)*x^6 + (16 / 7)*x^7 + (53 / 10)*x^8 + (40 / 23)*x^9 + (9 / 1)*x^10  := []
(89 / 11)*x^0 + (-54 / 1)*x^1 + (-98 / 1)*x^2 + (49 / 99)*x^3 + (52 / 1)*x^4 + (-7 / 3)*x^5 + (94 / 1)*x^6 + (-1 / 4)*x^7 + (-21 / 1)*x^8 + (32 / 1)*x^9 + (-90 / 1)*x^10 + (-85 / 1)*x^11 + (-41 / 1)*x^12 + (-19 / 22)*x^13 + (3 / 1)*x^14 + (84 / 1)*x^15 + (33 / 1)*x^16  := []
(37 / 1)*x^0 + (94 / 1)*x^1 + (21 / 1)*x^2 + (8 / 39)*x^3 + (19 / 31)*x^4 + (90 / 1)*x^5 + (88 / 69)*x^6  := []
(-13 / 22)*x^0 + (-72 / 1)*x^1 + (-65 / 1)*x^2 + (-98 / 1)*x^3 + (96 / 1)*x^4  := []
(36 / 1)*x^0 + (100 / 1)*x^1 + (96 / 1)*x^2 + (-71 / 1)*x^3 + (-4 / 1)*x^4 + (77 / 1)*x^5 + (-72 / 1)*x^6 + (-85 / 1)*x^7 + (75 / 1)*x^8 + (48 / 1)*x^9 + (-28 / 1)*x^10 + (64 / 1)*x^11 + (-83 / 1)*x^12 + (-23 / 1)*x^13 + (84 / 1)*x^14 + (-6 / 1)*x^15 + (93 / 1)*x^16 + (49 / 1)*x^17  := []
(-2 / 1)*x^0 + (-26 / 1)*x^1 + (-30 / 7)*x^2 + (-13 / 90)*x^3 + (7 / 1)*x^4  := []
(-91 / 1)*x^0 + (24 / 77)*x^1 + (-35 / 1)*x^2 + (37 / 20)*x^3 + (-2 / 1)*x^4 + (-60 / 1)*x^5 + (1 / 2)*x^6 + (-75 / 41)*x^7 + (-30 / 1)*x^8 + (15 / 1)*x^9  := []
(95 / 1)*x^0 + (33 / 53)*x^1 + (7 / 1)*x^2 + (-71 / 7)*x^3 + (1 / 6)*x^4 + (17 / 5)*x^5 + (5 / 1)*x^6 + (-7 / 8)*x^7 + (-27 / 1)*x^8 + (32 / 1)*x^9 + (55 / 27)*x^10 + (44 / 1)*x^11 + (30 / 1)*x^12 + (-31 / 1)*x^13 + (-19 / 24)*x^14 + (-11 / 10)*x^15  := []
(-71 / 1)*x^0 + (-27 / 1)*x^1 + (-5 / 8)*x^2 + (-74 / 1)*x^3  := []
(-11 / 21)*x^0 + (16 / 17)*x^1 + (-4 / 1)*x^2  := ((0.11764705882352938-0.3422156491198992j), (0.11764705882352944+0.3422156491198992j))
(22 / 1)*x^0 + (76 / 1)*x^1 + (-39 / 95)*x^2 + (-52 / 1)*x^3 + (-74 / 1)*x^4 + (47 / 26)*x^5 + (13 / 14)*x^6 + (-1 / 32)*x^7 + (34 / 99)*x^8 + (50 / 1)*x^9 + (-43 / 1)*x^10 + (-27 / 1)*x^11 + (32 / 1)*x^12 + (14 / 9)*x^13 + (79 / 1)*x^14 + (-89 / 65)*x^15 + (-87 / 1)*x^16 + (-77 / 1)*x^17 + (18 / 1)*x^18 + (-7 / 1)*x^19  := []
(-6 / 1)*x^0 + (-70 / 73)*x^1 + (-27 / 49)*x^2 + (-70 / 1)*x^3 + (32 / 43)*x^4 + (-83 / 70)*x^5 + (1 / 1)*x^6 + (-11 / 17)*x^7 + (-63 / 1)*x^8 + (14 / 9)*x^9 + (13 / 21)*x^10 + (92 / 1)*x^11 + (26 / 57)*x^12 + (-17 / 1)*x^13 + (55 / 72)*x^14 + (-9 / 10)*x^15 + (-22 / 61)*x^16 + (98 / 1)*x^17 + (-16 / 11)*x^18 + (14 / 1)*x^19  := []
(2 / 1)*x^0 + (1 / 1)*x^1 + (-9 / 71)*x^2 + (80 / 43)*x^3 + (77 / 1)*x^4 + (38 / 1)*x^5 + (81 / 1)*x^6 + (91 / 1)*x^7 + (20 / 1)*x^8 + (-36 / 1)*x^9 + (-50 / 89)*x^10 + (88 / 1)*x^11 + (5 / 16)*x^12 + (-32 / 1)*x^13  := []
(65 / 37)*x^0 + (-19 / 1)*x^1 + (1 / 24)*x^2 + (-51 / 1)*x^3 + (34 / 1)*x^4 + (-24 / 1)*x^5 + (31 / 28)*x^6 + (-5 / 33)*x^7 + (3 / 5)*x^8 + (14 / 17)*x^9  := []
(-30 / 1)*x^0 + (-25 / 31)*x^1  := -186 / 5
(-79 / 1)*x^0 + (-68 / 1)*x^1 + (-9 / 7)*x^2 + (-71 / 1)*x^3 + (-49 / 1)*x^4 + (29 / 66)*x^5  := []
(29 / 46)*x^0 + (84 / 1)*x^1 + (-2 / 17)*x^2 + (-33 / 28)*x^3 + (-91 / 89)*x^4 + (-2 / 1)*x^5 + (38 / 69)*x^6  := []
(42 / 1)*x^0 + (-67 / 1)*x^1 + (-62 / 1)*x^2 + (-81 / 1)*x^3 + (-61 / 1)*x^4 + (-56 / 1)*x^5 + (16 / 1)*x^6  := []
(-16 / 35)*x^0 + (-97 / 1)*x^1 + (100 / 37)*x^2 + (-1 / 1)*x^3 + (79 / 30)*x^4 + (45 / 8)*x^5 + (61 / 1)*x^6 + (61 / 1)*x^7 + (-2 / 1)*x^8 + (10 / 7)*x^9 + (30 / 37)*x^10 + (11 / 16)*x^11 + (-19 / 25)*x^12 + (62 / 1)*x^13 + (86 / 1)*x^14 + (-92 / 1)*x^15 + (57 / 1)*x^16 + (87 / 1)*x^17 + (-49 / 68)*x^18 + (-75 / 52)*x^19  := []
(43 / 80)*x^0 + (7 / 1)*x^1 + (-16 / 77)*x^2 + (-46 / 1)*x^3 + (16 / 9)*x^4 + (38 / 13)*x^5 + (65 / 1)*x^6 + (-67 / 1)*x^7 + (3 / 1)*x^8  := []
(16 / 1)*x^0 + (-20 / 1)*x^1 + (-79 / 1)*x^2 + (24 / 1)*x^3 + (-26 / 1)*x^4 + (-37 / 1)*x^5 + (32 / 1)*x^6 + (37 / 1)*x^7 + (88 / 1)*x^8  := []
(39 / 1)*x^0 + (16 / 1)*x^1 + (69 / 1)*x^2 + (36 / 1)*x^3  := []
(-64 / 1)*x^0 + (-13 / 50)*x^1 + (-5 / 56)*x^2 + (17 / 2)*x^3 + (-11 / 23)*x^4 + (-50 / 69)*x^5 + (94 / 1)*x^6 + (14 / 1)*x^7 + (69 / 31)*x^8 + (-77 / 1)*x^9  := []
(-2 / 1)*x^0 + (-27 / 1)*x^1 + (-87 / 1)*x^2 + (-48 / 1)*x^3 + (-82 / 1)*x^4 + (22 / 1)*x^5 + (32 / 1)*x^6 + (-99 / 1)*x^7 + (100 / 1)*x^8 + (-72 / 1)*x^9 + (54 / 1)*x^10 + (3 / 1)*x^11 + (-1 / 1)*x^12 + (23 / 1)*x^13 + (88 / 1)*x^14 + (-65 / 1)*x^15 + (-36 / 1)*x^16  := []
(-45 / 77)*x^0 + (56 / 1)*x^1 + (-47 / 14)*x^2 + (79 / 1)*x^3 + (-23 / 50)*x^4 + (-4 / 1)*x^5 + (-90 / 43)*x^6 + (-59 / 1)*x^7 + (11 / 62)*x^8 + (-73 / 44)*x^9 + (-35 / 1)*x^10 + (5 / 3)*x^11  := []
(55 / 72)*x^0  := Degree of the polynomial == 0, thus no roots.
(47 / 44)*x^0  := Degree of the polynomial == 0, thus no roots.
(-61 / 1)*x^0 + (27 / 1)*x^1 + (33 / 49)*x^2 + (86 / 53)*x^3 + (1 / 31)*x^4 + (-13 / 54)*x^5 + (-49 / 1)*x^6 + (52 / 5)*x^7 + (55 / 47)*x^8 + (23 / 2)*x^9 + (-1 / 3)*x^10 + (-2 / 3)*x^11  := []
(-53 / 1)*x^0 + (-39 / 35)*x^1 + (-90 / 67)*x^2 + (8 / 7)*x^3 + (-8 / 43)*x^4 + (-26 / 1)*x^5 + (17 / 8)*x^6 + (-17 / 1)*x^7 + (97 / 1)*x^8 + (88 / 1)*x^9 + (-54 / 1)*x^10 + (-52 / 7)*x^11 + (-29 / 7)*x^12 + (-65 / 1)*x^13 + (1 / 93)*x^14 + (10 / 9)*x^15 + (-26 / 3)*x^16 + (-25 / 64)*x^17 + (41 / 42)*x^18  := []
(82 / 1)*x^0 + (12 / 23)*x^1 + (-6 / 1)*x^2 + (-1 / 1)*x^3 + (-15 / 4)*x^4 + (8 / 3)*x^5 + (57 / 64)*x^6 + (1 / 3)*x^7 + (53 / 1)*x^8 + (-74 / 39)*x^9 + (-44 / 45)*x^10 + (-28 / 3)*x^11 + (69 / 1)*x^12 + (-56 / 19)*x^13  := []
(-2 / 79)*x^0 + (1 / 13)*x^1 + (-3 / 13)*x^2 + (-67 / 22)*x^3  := []
(36 / 43)*x^0 + (5 / 91)*x^1 + (-23 / 1)*x^2 + (5 / 13)*x^3 + (23 / 49)*x^4 + (61 / 19)*x^5 + (-6 / 1)*x^6 + (-58 / 1)*x^7 + (-91 / 1)*x^8 + (93 / 1)*x^9 + (82 / 11)*x^10  := []
(-73 / 1)*x^0 + (49 / 1)*x^1 + (-73 / 95)*x^2 + (-10 / 1)*x^3 + (-52 / 1)*x^4 + (14 / 1)*x^5 + (2 / 1)*x^6  := []
(-55 / 1)*x^0 + (-79 / 1)*x^1 + (20 / 1)*x^2 + (-63 / 1)*x^3 + (71 / 1)*x^4 + (68 / 1)*x^5 + (-71 / 1)*x^6 + (-8 / 1)*x^7 + (61 / 1)*x^8  := []
(38 / 1)*x^0 + (-83 / 1)*x^1 + (72 / 1)*x^2 + (-38 / 1)*x^3 + (-60 / 1)*x^4 + (-85 / 1)*x^5 + (8 / 1)*x^6 + (36 / 1)*x^7 + (-27 / 1)*x^8 + (-42 / 1)*x^9 + (-73 / 1)*x^10 + (1 / 1)*x^11  := []
(51 / 61)*x^0 + (-37 / 53)*x^1 + (5 / 22)*x^2 + (76 / 73)*x^3 + (-27 / 1)*x^4 + (-40 / 1)*x^5 + (5 / 31)*x^6 + (9 / 32)*x^7 + (47 / 1)*x^8 + (83 / 3)*x^9  := []
(-80 / 11)*x^0 + (-10 / 17)*x^1 + (25 / 13)*x^2 + (-61 / 7)*x^3 + (9 / 2)*x^4 + (85 / 94)*x^5 + (-25 / 36)*x^6 + (37 / 1)*x^7 + (-49 / 1)*x^8 + (-80 / 1)*x^9 + (-80 / 49)*x^10 + (-86 / 1)*x^11 + (-7 / 20)*x^12  := []
(-4 / 9)*x^0 + (51 / 1)*x^1 + (-25 / 52)*x^2 + (31 / 3)*x^3 + (3 / 17)*x^4 + (-38 / 1)*x^5 + (48 / 1)*x^6 + (27 / 59)*x^7 + (-92 / 1)*x^8 + (-85 / 1)*x^9 + (38 / 1)*x^10 + (-86 / 1)*x^11 + (-71 / 68)*x^12 + (2 / 1)*x^13 + (-84 / 1)*x^14 + (11 / 1)*x^15  := []
(0 / 1)*x^0 + (-1 / 19)*x^1  := 0 / 1
(25 / 1)*x^0 + (-35 / 1)*x^1 + (-19 / 1)*x^2 + (-3 / 7)*x^3 + (11 / 53)*x^4 + (-28 / 31)*x^5 + (10 / 37)*x^6 + (95 / 12)*x^7 + (37 / 76)*x^8 + (-1 / 61)*x^9  := []
(-53 / 1)*x^0 + (10 / 1)*x^1 + (-92 / 1)*x^2 + (-68 / 1)*x^3 + (84 / 1)*x^4 + (79 / 1)*x^5 + (-34 / 1)*x^6 + (71 / 1)*x^7 + (-30 / 1)*x^8  := []
(52 / 1)*x^0 + (-1 / 1)*x^1 + (-99 / 13)*x^2 + (24 / 71)*x^3 + (42 / 1)*x^4 + (-76 / 41)*x^5 + (-93 / 53)*x^6 + (0 / 1)*x^7 + (13 / 1)*x^8 + (25 / 48)*x^9 + (-55 / 9)*x^10 + (-67 / 1)*x^11 + (-11 / 74)*x^12 + (94 / 1)*x^13 + (-37 / 91)*x^14 + (85 / 46)*x^15  := []
(31 / 18)*x^0 + (-97 / 1)*x^1 + (63 / 1)*x^2 + (7 / 1)*x^3 + (49 / 78)*x^4 + (81 / 68)*x^5 + (4 / 7)*x^6 + (34 / 1)*x^7 + (-32 / 43)*x^8 + (-85 / 1)*x^9 + (43 / 1)*x^10 + (28 / 1)*x^11 + (97 / 14)*x^12  := []
(81 / 1)*x^0 + (39 / 1)*x^1 + (-72 / 1)*x^2 + (-96 / 1)*x^3 + (8 / 1)*x^4 + (-13 / 1)*x^5 + (-49 / 1)*x^6 + (9 / 1)*x^7 + (-1 / 1)*x^8 + (83 / 1)*x^9 + (86 / 1)*x^10 + (48 / 1)*x^11 + (13 / 1)*x^12 + (-53 / 1)*x^13 + (5 / 1)*x^14 + (-85 / 1)*x^15 + (58 / 1)*x^16 + (-45 / 1)*x^17 + (-15 / 1)*x^18 + (-86 / 1)*x^19  := []
(7 / 10)*x^0 + (91 / 40)*x^1 + (-29 / 72)*x^2 + (41 / 31)*x^3 + (-71 / 32)*x^4 + (9 / 11)*x^5  := []
(-23 / 13)*x^0 + (-21 / 1)*x^1 + (-33 / 1)*x^2 + (-84 / 1)*x^3 + (-19 / 42)*x^4 + (-95 / 1)*x^5  := []
(59 / 1)*x^0 + (89 / 74)*x^1 + (61 / 32)*x^2 + (-70 / 83)*x^3 + (23 / 10)*x^4 + (-9 / 7)*x^5 + (49 / 1)*x^6 + (13 / 46)*x^7 + (88 / 87)*x^8 + (9 / 4)*x^9 + (-87 / 68)*x^10 + (97 / 1)*x^11 + (-5 / 3)*x^12 + (28 / 17)*x^13 + (23 / 27)*x^14  := []
(17 / 1)*x^0 + (88 / 1)*x^1 + (-71 / 1)*x^2 + (-14 / 1)*x^3 + (31 / 1)*x^4 + (19 / 1)*x^5 + (73 / 1)*x^6 + (-14 / 1)*x^7 + (-51 / 1)*x^8 + (-8 / 1)*x^9 + (69 / 1)*x^10 + (-98 / 1)*x^11 + (-37 / 1)*x^12 + (96 / 1)*x^13 + (30 / 1)*x^14 + (-99 / 1)*x^15  := []
(27 / 91)*x^0 + (73 / 1)*x^1 + (-74 / 17)*x^2  := (-0.004062935831753008, 16.774333206102025)
(-15 / 1)*x^0 + (-28 / 13)*x^1 + (-27 / 1)*x^2  := ((-0.039886039886039934-0.7442880217884503j), (-0.03988603988603984+0.7442880217884503j))
(-28 / 99)*x^0 + (80 / 1)*x^1 + (-28 / 15)*x^2 + (97 / 1)*x^3 + (73 / 8)*x^4 + (-28 / 1)*x^5 + (35 / 1)*x^6 + (-1 / 24)*x^7 + (-21 / 1)*x^8 + (-46 / 41)*x^9  := []
(2 / 11)*x^0 + (79 / 1)*x^1 + (100 / 1)*x^2 + (-5 / 1)*x^3 + (94 / 91)*x^4 + (-12 / 1)*x^5 + (41 / 1)*x^6 + (57 / 28)*x^7 + (53 / 82)*x^8  := []
(-72 / 1)*x^0 + (-98 / 1)*x^1 + (-63 / 16)*x^2 + (-2 / 1)*x^3 + (25 / 33)*x^4 + (-47 / 1)*x^5 + (12 / 1)*x^6 + (-77 / 1)*x^7 + (19 / 1)*x^8 + (15 / 1)*x^9 + (41 / 1)*x^10 + (15 / 76)*x^11  := []
(-59 / 1)*x^0 + (13 / 6)*x^1 + (35 / 1)*x^2 + (-31 / 3)*x^3 + (74 / 1)*x^4  := []
(-4 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(-42 / 1)*x^0 + (-69 / 1)*x^1 + (32 / 1)*x^2 + (-92 / 49)*x^3 + (0 / 1)*x^4 + (-70 / 1)*x^5 + (16 / 1)*x^6 + (41 / 90)*x^7 + (7 / 43)*x^8 + (1 / 5)*x^9  := []
(63 / 1)*x^0 + (92 / 99)*x^1 + (25 / 1)*x^2 + (-84 / 1)*x^3 + (81 / 1)*x^4 + (-9 / 1)*x^5 + (31 / 98)*x^6 + (-24 / 13)*x^7 + (-66 / 1)*x^8 + (-23 / 16)*x^9 + (-58 / 1)*x^10 + (23 / 68)*x^11 + (36 / 13)*x^12 + (-56 / 71)*x^13 + (-59 / 23)*x^14 + (-19 / 24)*x^15  := []
(-47 / 29)*x^0 + (-33 / 70)*x^1 + (97 / 1)*x^2 + (5 / 9)*x^3 + (88 / 1)*x^4 + (-49 / 1)*x^5 + (-55 / 1)*x^6 + (-12 / 1)*x^7 + (12 / 31)*x^8 + (98 / 1)*x^9 + (9 / 26)*x^10 + (-56 / 1)*x^11 + (-9 / 68)*x^12 + (-9 / 1)*x^13 + (85 / 1)*x^14 + (36 / 1)*x^15 + (67 / 1)*x^16  := []
(-19 / 37)*x^0 + (80 / 23)*x^1 + (1 / 9)*x^2 + (29 / 49)*x^3 + (22 / 23)*x^4  := []
(-22 / 1)*x^0 + (10 / 1)*x^1 + (-87 / 1)*x^2 + (51 / 1)*x^3 + (-17 / 1)*x^4 + (-12 / 1)*x^5 + (29 / 1)*x^6 + (-60 / 1)*x^7 + (6 / 1)*x^8 + (-40 / 1)*x^9 + (-95 / 1)*x^10 + (-27 / 1)*x^11 + (-54 / 1)*x^12 + (34 / 1)*x^13 + (67 / 1)*x^14 + (-23 / 1)*x^15 + (-32 / 1)*x^16  := []
(-92 / 9)*x^0 + (67 / 1)*x^1 + (-24 / 1)*x^2 + (3 / 1)*x^3 + (-37 / 69)*x^4 + (-35 / 12)*x^5 + (-86 / 1)*x^6 + (22 / 83)*x^7 + (-48 / 29)*x^8 + (-63 / 1)*x^9 + (1 / 1)*x^10 + (6 / 1)*x^11 + (-39 / 94)*x^12 + (-53 / 64)*x^13  := []
(24 / 1)*x^0 + (40 / 1)*x^1 + (-18 / 1)*x^2 + (21 / 1)*x^3 + (27 / 1)*x^4 + (-22 / 1)*x^5 + (-11 / 1)*x^6 + (18 / 1)*x^7 + (98 / 1)*x^8 + (-55 / 1)*x^9 + (-32 / 1)*x^10 + (86 / 1)*x^11 + (-43 / 1)*x^12 + (-22 / 1)*x^13 + (-95 / 1)*x^14 + (31 / 1)*x^15 + (0 / 1)*x^16  := []
(17 / 1)*x^0 + (-62 / 37)*x^1 + (-15 / 23)*x^2 + (10 / 1)*x^3 + (-75 / 1)*x^4 + (-10 / 19)*x^5 + (-83 / 1)*x^6 + (-3 / 2)*x^7  := []
(99 / 1)*x^0 + (61 / 97)*x^1 + (41 / 88)*x^2  := ((-0.6748805632386212+14.5613282327408j), (-0.6748805632386229-14.5613282327408j))
(1 / 7)*x^0 + (98 / 1)*x^1 + (41 / 9)*x^2  := (-0.0014578247404614679, -21.510737297210756)
(-51 / 1)*x^0 + (-28 / 1)*x^1 + (-37 / 1)*x^2 + (28 / 33)*x^3 + (0 / 1)*x^4 + (-67 / 77)*x^5 + (-6 / 23)*x^6 + (-21 / 71)*x^7 + (-96 / 1)*x^8 + (-43 / 38)*x^9 + (-47 / 50)*x^10 + (-95 / 1)*x^11 + (7 / 1)*x^12 + (-78 / 1)*x^13 + (33 / 1)*x^14 + (4 / 1)*x^15 + (-68 / 1)*x^16 + (74 / 29)*x^17  := []
(-72 / 1)*x^0 + (27 / 1)*x^1 + (-29 / 1)*x^2 + (-1 / 3)*x^3 + (89 / 1)*x^4 + (13 / 85)*x^5 + (-1 / 57)*x^6 + (-84 / 1)*x^7 + (-17 / 98)*x^8 + (3 / 5)*x^9 + (-8 / 3)*x^10 + (-100 / 1)*x^11 + (62 / 1)*x^12 + (69 / 7)*x^13 + (28 / 67)*x^14  := []
(-59 / 1)*x^0 + (-30 / 1)*x^1 + (6 / 1)*x^2 + (29 / 67)*x^3 + (-3 / 91)*x^4 + (39 / 1)*x^5 + (23 / 65)*x^6 + (95 / 1)*x^7 + (-35 / 1)*x^8 + (71 / 1)*x^9 + (-37 / 14)*x^10 + (13 / 1)*x^11 + (80 / 9)*x^12 + (2 / 7)*x^13 + (32 / 21)*x^14 + (87 / 1)*x^15  := []
(-4 / 1)*x^0 + (37 / 1)*x^1 + (46 / 1)*x^2 + (38 / 1)*x^3 + (11 / 1)*x^4 + (14 / 1)*x^5 + (-67 / 1)*x^6 + (75 / 1)*x^7 + (62 / 1)*x^8 + (-8 / 1)*x^9 + (-91 / 1)*x^10 + (91 / 1)*x^11 + (-61 / 1)*x^12 + (-90 / 1)*x^13 + (-44 / 1)*x^14  := []
(-17 / 1)*x^0 + (-7 / 4)*x^1 + (-52 / 97)*x^2 + (-10 / 9)*x^3 + (-53 / 61)*x^4 + (-97 / 72)*x^5 + (29 / 10)*x^6 + (83 / 20)*x^7 + (31 / 30)*x^8 + (-29 / 13)*x^9 + (63 / 1)*x^10 + (71 / 25)*x^11 + (13 / 23)*x^12 + (-68 / 1)*x^13 + (-92 / 19)*x^14 + (-43 / 79)*x^15 + (-1 / 15)*x^16 + (-43 / 1)*x^17  := []
(-25 / 27)*x^0 + (-87 / 1)*x^1 + (-26 / 1)*x^2 + (43 / 35)*x^3 + (33 / 1)*x^4 + (52 / 1)*x^5 + (49 / 1)*x^6  := []
(-9 / 7)*x^0 + (69 / 5)*x^1  := 15 / 161
